term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
stress-dependent changes,FALSE,0.92,https://soilwise-he.github.io/soil-health#StressdependentChanges,stress-dependent changes,
stress-induced formation,FALSE,0.85,https://soilwise-he.github.io/soil-health#StressinducedFormation,stress-induced formation,
stress-strain curves,FALSE,0.7,https://soilwise-he.github.io/soil-health#StressstrainCurves,stress-strain curves,
structural soil stability,TRUE,0.9,https://soilwise-he.github.io/soil-health#StructuralSoilStability,structural soil stability,
structure,TRUE,0.85,https://soilwise-he.github.io/soil-health#Structure,structure,
subhumid temperate climates,FALSE,0.85,https://soilwise-he.github.io/soil-health#SubhumidTemperateClimates,subhumid temperate climates,
subsoil,TRUE,1,https://soilwise-he.github.io/soil-health#Subsoil,subsoil,
subsoil compaction,TRUE,0.97,https://soilwise-he.github.io/soil-health#SubsoilCompaction,subsoil compaction,
subsoil deformation,TRUE,0.93,https://soilwise-he.github.io/soil-health#SubsoilDeformation,subsoil deformation,
substance inputs,FALSE,0.7,https://soilwise-he.github.io/soil-health#SubstanceInputs,substance inputs,
substance outputs,FALSE,0.85,https://soilwise-he.github.io/soil-health#SubstanceOutputs,substance outputs,
substance transport route,FALSE,0.7,https://soilwise-he.github.io/soil-health#SubstanceTransportRoute,substance transport route,
substrate-induced respiration,TRUE,0.98,https://soilwise-he.github.io/soil-health#SubstrateinducedRespiration,substrate-induced respiration,
substrate-induced respiration method,TRUE,0.92,https://soilwise-he.github.io/soil-health#SubstrateinducedRespirationMethod,substrate-induced respiration method,
subsurface erosion,TRUE,0.95,https://soilwise-he.github.io/soil-health#SubsurfaceErosion,subsurface erosion,
subsurface flow,TRUE,0.93,https://soilwise-he.github.io/soil-health#SubsurfaceFlow,subsurface flow,
sub-targets,FALSE,0.9,https://soilwise-he.github.io/soil-health#Subtargets,sub-targets,
sulphur,TRUE,0.85,https://soilwise-he.github.io/soil-health#Sulphur,sulphur,
sulphur dioxide,TRUE,0.85,https://soilwise-he.github.io/soil-health#SulphurDioxide,sulphur dioxide,
sulphuric acid,TRUE,0.85,https://soilwise-he.github.io/soil-health#SulphuricAcid,sulphuric acid,
superficial mineral horizon,TRUE,0.93,https://soilwise-he.github.io/soil-health#SuperficialMineralHorizon,superficial mineral horizon,
supporting services,FALSE,0.8,https://soilwise-he.github.io/soil-health#SupportingServices,supporting services,
surface permeability,TRUE,0.95,https://soilwise-he.github.io/soil-health#SurfacePermeability,surface permeability,
surface run-off,TRUE,0.95,https://soilwise-he.github.io/soil-health#SurfaceRunoff,surface run-off,
surface water,FALSE,0.8,https://soilwise-he.github.io/soil-health#SurfaceWater,surface water,surface waters
surface water bodies,FALSE,0.85,https://soilwise-he.github.io/soil-health#SurfaceWaterBodies,surface water bodies,
surface water quality,FALSE,0.85,https://soilwise-he.github.io/soil-health#SurfaceWaterQuality,surface water quality,
surface water threshold,FALSE,0.8,https://soilwise-he.github.io/soil-health#SurfaceWaterThreshold,surface water threshold,
surface waterlogging,TRUE,0.92,https://soilwise-he.github.io/soil-health#SurfaceWaterlogging,surface waterlogging,
sustainable arable soil management,FALSE,0.95,https://soilwise-he.github.io/soil-health#SustainableArableSoilManagement,sustainable arable soil management,
sustainable irrigation,FALSE,0.9,https://soilwise-he.github.io/soil-health#SustainableIrrigation,sustainable irrigation,
sustainable soil management,FALSE,0.95,https://soilwise-he.github.io/soil-health#SustainableSoilManagement,sustainable soil management,
swelling,FALSE,0.7,https://soilwise-he.github.io/soil-health#Swelling,swelling,
swimming,FALSE,1,https://soilwise-he.github.io/soil-health#Swimming,swimming,
taxonomic community composition,FALSE,0.85,https://soilwise-he.github.io/soil-health#TaxonomicCommunityComposition,taxonomic community composition,
taxonomy,FALSE,0.92,https://soilwise-he.github.io/soil-health#Taxonomy,taxonomy,
technic erosion,FALSE,0.85,https://soilwise-he.github.io/soil-health#TechnicErosion,technic erosion,
technogenic substrate soils,TRUE,0.92,https://soilwise-he.github.io/soil-health#TechnogenicSubstrateSoils,technogenic substrate soils,
temperate continental climate,FALSE,0.9,https://soilwise-he.github.io/soil-health#TemperateContinentalClimate,temperate continental climate,
terrestrial ecosystems,FALSE,0.85,https://soilwise-he.github.io/soil-health#TerrestrialEcosystems,terrestrial ecosystems,terrestrial ecosystems
terrestrial layer,FALSE,0.8,https://soilwise-he.github.io/soil-health#TerrestrialLayer,terrestrial layer,
tetrachloroethylene,TRUE,0.98,https://soilwise-he.github.io/soil-health#Tetrachloroethylene,tetrachloroethylene,
texture classes,TRUE,0.95,https://soilwise-he.github.io/soil-health#TextureClasses,texture classes,
thresholds,FALSE,0.72,https://soilwise-he.github.io/soil-health#Thresholds,thresholds,
tiered monitoring,FALSE,0.8,https://soilwise-he.github.io/soil-health#TieredMonitoring,tiered monitoring,
tillage,TRUE,0.95,https://soilwise-he.github.io/soil-health#Tillage,tillage,
tillage depth,TRUE,0.95,https://soilwise-he.github.io/soil-health#TillageDepth,tillage depth,
tillage erosion,TRUE,0.98,https://soilwise-he.github.io/soil-health#TillageErosion,tillage erosion,
time,FALSE,1,https://soilwise-he.github.io/soil-health#Time,time,
tolerable daily intake,FALSE,0.85,https://soilwise-he.github.io/soil-health#TolerableDailyIntake,tolerable daily intake,
tolerable soil loss,TRUE,0.88,https://soilwise-he.github.io/soil-health#TolerableSoilLoss,tolerable soil loss,
tolerable soil loss rates,TRUE,0.85,https://soilwise-he.github.io/soil-health#TolerableSoilLossRates,tolerable soil loss rates,tolerable rate of soil loss;tolerable soil loss rate
toluene,TRUE,0.85,https://soilwise-he.github.io/soil-health#Toluene,toluene,
topographic origin,TRUE,0.87,https://soilwise-he.github.io/soil-health#TopographicOrigin,topographic origin,
topsoil,TRUE,1,https://soilwise-he.github.io/soil-health#Topsoil,topsoil,
topsoil compaction,TRUE,0.95,https://soilwise-he.github.io/soil-health#TopsoilCompaction,topsoil compaction,
topsoil compaction parameters,TRUE,0.85,https://soilwise-he.github.io/soil-health#TopsoilCompactionParameters,topsoil compaction parameters,
topsoil deformation,TRUE,0.87,https://soilwise-he.github.io/soil-health#TopsoilDeformation,topsoil deformation,
topsoil nitrogen concentration,TRUE,0.97,https://soilwise-he.github.io/soil-health#TopsoilNitrogenConcentration,topsoil nitrogen concentration,
topsoil phosphorous concentration,TRUE,0.9,https://soilwise-he.github.io/soil-health#TopsoilPhosphorousConcentration,topsoil phosphorous concentration,
total abundance involved with N cycling,FALSE,0.92,https://soilwise-he.github.io/soil-health#TotalAbundanceNCycling,total abundance involved with N cycling,
total amount consumed,FALSE,0.95,https://soilwise-he.github.io/soil-health#TotalAmountConsumed,total amount consumed,
total community activity,FALSE,0.6,https://soilwise-he.github.io/soil-health#TotalCommunityActivity,total community activity,
total exposure,FALSE,0.8,https://soilwise-he.github.io/soil-health#TotalExposure,total exposure,
total N content,TRUE,0.95,https://soilwise-he.github.io/soil-health#TotalNContent,total N content,
total P content,TRUE,0.9,https://soilwise-he.github.io/soil-health#TotalPContent,total P content,
total reactive soil micro-surface,TRUE,0.85,https://soilwise-he.github.io/soil-health#TotalReactiveSoilMicrosurface,total reactive soil micro-surface,
total soil organic carbon pool,TRUE,0.95,https://soilwise-he.github.io/soil-health#TotalSoilOrganicCarbonPool,total soil organic carbon pool,total SOC pool
town centre,FALSE,1,https://soilwise-he.github.io/soil-health#TownCentre,town centre,
toxic aluminium,FALSE,0.85,https://soilwise-he.github.io/soil-health#ToxicAluminium,toxic aluminium,
toxic aluminium availability,FALSE,0.85,https://soilwise-he.github.io/soil-health#ToxicAluminiumAvailability,toxic aluminium availability,
toxicity testing,FALSE,0.92,https://soilwise-he.github.io/soil-health#ToxicityTesting,toxicity testing,
toxicological criteria,FALSE,0.85,https://soilwise-he.github.io/soil-health#ToxicologicalCriteria,toxicological criteria,
traffic,FALSE,0.95,https://soilwise-he.github.io/soil-health#Traffic,traffic,
traffic route soils,FALSE,0.8,https://soilwise-he.github.io/soil-health#TrafficRouteSoils,traffic route soils,
trafficability,TRUE,0.95,https://soilwise-he.github.io/soil-health#Trafficability,trafficability,
transfer models,FALSE,0.8,https://soilwise-he.github.io/soil-health#TransferModels,transfer models,
transitional land,FALSE,0.85,https://soilwise-he.github.io/soil-health#TransitionalLand,transitional land,
transport areas,FALSE,0.7,https://soilwise-he.github.io/soil-health#TransportAreas,transport areas,
transport infrastructure construction,FALSE,0.97,https://soilwise-he.github.io/soil-health#TransportInfrastructureConstruction,transport infrastructure construction,
tree growth,FALSE,0.85,https://soilwise-he.github.io/soil-health#TreeGrowth,tree growth,
trends in SOC stocks in cropland,FALSE,0.95,https://soilwise-he.github.io/soil-health#TrendsInSOCStocksInCropland,trends in SOC stocks in cropland,
"1,1,1-trichloroethane",TRUE,0.98,https://soilwise-he.github.io/soil-health#Trichloroethane,"1,1,1-trichloroethane",
trichloroethylene,TRUE,0.95,https://soilwise-he.github.io/soil-health#Trichloroethylene,trichloroethylene,
trophic groups,TRUE,0.85,https://soilwise-he.github.io/soil-health#TrophicGroups,trophic groups,
tuber crops,FALSE,0.85,https://soilwise-he.github.io/soil-health#TuberCrops,tuber crops,
type of litter,FALSE,0.95,https://soilwise-he.github.io/soil-health#TypeOfLitter,type of litter,
unacceptable erosion levels,FALSE,1,https://soilwise-he.github.io/soil-health#UnacceptableErosionLevels,unacceptable erosion levels,
uncontaminated sites,FALSE,0.92,https://soilwise-he.github.io/soil-health#UncontaminatedSites,uncontaminated sites,
underlying water bodies,FALSE,0.9,https://soilwise-he.github.io/soil-health#UnderlyingWaterBodies,underlying water bodies,
undisturbed conditions,FALSE,0.92,https://soilwise-he.github.io/soil-health#UndisturbedConditions,undisturbed conditions,
unfavourable soil chemical properties,FALSE,0.99,https://soilwise-he.github.io/soil-health#UnfavourableSoilChemicalProperties,unfavourable soil chemical properties,
unfavourable soil physical properties,FALSE,0.98,https://soilwise-he.github.io/soil-health#UnfavourableSoilPhysicalProperties,unfavourable soil physical properties,
unfertilised soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#UnfertilisedSoils,unfertilised soils,
unicellular animals,FALSE,0.92,https://soilwise-he.github.io/soil-health#UnicellularAnimals,unicellular animals,
unlimed agricultural land,FALSE,0.95,https://soilwise-he.github.io/soil-health#UnlimedAgriculturalLand,unlimed agricultural land,
unsaturated hydraulic conductivity,TRUE,0.98,https://soilwise-he.github.io/soil-health#UnsaturatedHydraulicConductivity,unsaturated hydraulic conductivity,
unsealed surfaces,FALSE,0.85,https://soilwise-he.github.io/soil-health#UnsealedSurfaces,unsealed surfaces,
unsustainable irrigation practices,FALSE,1,https://soilwise-he.github.io/soil-health#UnsustainableIrrigationPractices,unsustainable irrigation practices,
unsustainable land management,FALSE,0.92,https://soilwise-he.github.io/soil-health#UnsustainableLandManagement,unsustainable land management,
unsustainable land use,FALSE,0.98,https://soilwise-he.github.io/soil-health#UnsustainableLandUse,unsustainable land use,
unsustainable soil management,FALSE,0.95,https://soilwise-he.github.io/soil-health#UnsustainableSoilManagement,unsustainable soil management,
upper SOM limit,FALSE,0.93,https://soilwise-he.github.io/soil-health#UpperSOMLimit,upper SOM limit,
urban areas,FALSE,0.9,https://soilwise-he.github.io/soil-health#UrbanAreas,urban areas,
urban centres,FALSE,0.93,https://soilwise-he.github.io/soil-health#UrbanCentres,urban centres,
urban densification,FALSE,0.92,https://soilwise-he.github.io/soil-health#UrbanDensification,urban densification,
urban fabric,FALSE,0.95,https://soilwise-he.github.io/soil-health#UrbanFabric,urban fabric,
urban green soils,FALSE,0.85,https://soilwise-he.github.io/soil-health#UrbanGreenSoils,urban green soils,
urban leisure parks,FALSE,0.92,https://soilwise-he.github.io/soil-health#UrbanLeisureParks,urban leisure parks,
urban nucleus,FALSE,0.82,https://soilwise-he.github.io/soil-health#UrbanNucleus,urban nucleus,
urban soils,TRUE,0.95,https://soilwise-he.github.io/soil-health#UrbanSoils,urban soils,
urban sprawl,FALSE,0.95,https://soilwise-he.github.io/soil-health#UrbanSprawl,urban sprawl,
urban zone population growth,FALSE,0.98,https://soilwise-he.github.io/soil-health#UrbanZonePopulationGrowth,urban zone population growth,
urbanisation,FALSE,0.98,https://soilwise-he.github.io/soil-health#Urbanisation,urbanisation,
urea,TRUE,0.95,https://soilwise-he.github.io/soil-health#Urea,urea,
volatile organic compounds,TRUE,0.95,https://soilwise-he.github.io/soil-health#VOCs,volatile organic compounds,VOCs
vapour intrusion,TRUE,0.95,https://soilwise-he.github.io/soil-health#VapourIntrusion,vapour intrusion,
vegetation,FALSE,0.8,https://soilwise-he.github.io/soil-health#Vegetation,vegetation,
vegetation cover,TRUE,0.95,https://soilwise-he.github.io/soil-health#VegetationCover,vegetation cover,
vegetation cover reduction,FALSE,0.92,https://soilwise-he.github.io/soil-health#VegetationCoverReduction,vegetation cover reduction,
vegetation cover removal,FALSE,0.85,https://soilwise-he.github.io/soil-health#VegetationCoverRemoval,vegetation cover removal,
vertical burrowers,TRUE,0.85,https://soilwise-he.github.io/soil-health#VerticalBurrowers,vertical burrowers,
vinyl chloride,TRUE,0.95,https://soilwise-he.github.io/soil-health#VinylChloride,vinyl chloride,
virgin compression range,TRUE,0.9,https://soilwise-he.github.io/soil-health#VirginCompressionRange,virgin compression range,
visual features of compaction,FALSE,0.95,https://soilwise-he.github.io/soil-health#VisualFeaturesOfCompaction,visual features of compaction,
visual impact on vegetation,FALSE,0.95,https://soilwise-he.github.io/soil-health#VisualImpactOnVegetation,visual impact on vegetation,
visual recording,FALSE,0.9,https://soilwise-he.github.io/soil-health#VisualRecording,visual recording,
volatility,FALSE,0.85,https://soilwise-he.github.io/soil-health#Volatility,volatility,
vulnerability limit,FALSE,0.85,https://soilwise-he.github.io/soil-health#VulnerabilityLimit,vulnerability limit,
wash-out,FALSE,0.85,https://soilwise-he.github.io/soil-health#Washout,wash-out,
waste,FALSE,0.85,https://soilwise-he.github.io/soil-health#Waste,waste,
water,FALSE,0.95,https://soilwise-he.github.io/soil-health#Water,water,
water capacity,TRUE,0.88,https://soilwise-he.github.io/soil-health#WaterCapacity,water capacity,
water conservation,FALSE,0.95,https://soilwise-he.github.io/soil-health#WaterConservation,water conservation,
